No,ExpNumber,Species,Isolates,Treatments ,Dilution,techRep,Full_Exp_Code,Exp_Code,  ,radial_growth,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Dates,Comments
184,EXP5,Fusarium solani ,FELCC214,Topguard 1 active ingr (Flutriafol),Dilution2,Rep1,EXP5_FELCC214_Topguard 1 active ingr (Flutriafol)_Dilution2_Rep1,FR_EXP5_184,0.57975,Layer1,0.723,1.039,0.74,0.616,07/10/2024-07/12/2207,
185,EXP5,Fusarium solani ,FELCC214,Topguard 1 active ingr (Flutriafol),Dilution2,Rep2,EXP5_FELCC214_Topguard 1 active ingr (Flutriafol)_Dilution2_Rep2,FR_EXP5_185,0.57975,Layer1,0.933,1.251,1.021,1.095,07/10/2024-07/12/2208,
186,EXP5,Fusarium solani ,FELCC214,Topguard 1 active ingr (Flutriafol),Dilution2,Rep3,EXP5_FELCC214_Topguard 1 active ingr (Flutriafol)_Dilution2_Rep3,FR_EXP5_186,0.57975,Layer1,1.234,1.233,1.057,1.023,07/10/2024-07/12/2209,
187,EXP5,Fusarium solani ,FELCC214,Topguard 1 active ingr (Flutriafol),Dilution3,Rep1,EXP5_FELCC214_Topguard 1 active ingr (Flutriafol)_Dilution3_Rep1,FR_EXP5_187,0.057975,Layer1,4.474,4.543,3.733,4.299,07/10/2024-07/12/2210,
188,EXP5,Fusarium solani ,FELCC214,Topguard 1 active ingr (Flutriafol),Dilution3,Rep2,EXP5_FELCC214_Topguard 1 active ingr (Flutriafol)_Dilution3_Rep2,FR_EXP5_188,0.057975,Layer1,3.593,4.085,3.627,4.155,07/10/2024-07/12/2211,
189,EXP5,Fusarium solani ,FELCC214,Topguard 1 active ingr (Flutriafol),Dilution3,Rep3,EXP5_FELCC214_Topguard 1 active ingr (Flutriafol)_Dilution3_Rep3,FR_EXP5_189,0.057975,Layer1,4.053,3.593,4.473,3.663,07/10/2024-07/12/2212,
190,EXP5,Fusarium solani ,FELCC214,Topguard 1 active ingr (Flutriafol),ddH20,Rep1,EXP5_FELCC214_Topguard 1 active ingr (Flutriafol)_ddH20_Rep1,FR_EXP5_190,0,Layer1,5.105,5.106,5.071,5.036,07/10/2024-07/12/2213,
191,EXP5,Fusarium solani ,FELCC214,Topguard 1 active ingr (Flutriafol),ddH20,Rep2,EXP5_FELCC214_Topguard 1 active ingr (Flutriafol)_ddH20_Rep2,FR_EXP5_191,0,Layer1,5.008,5.108,4.895,4.578,07/10/2024-07/12/2214,
192,EXP5,Fusarium solani ,FELCC214,Topguard 1 active ingr (Flutriafol),ddH20,Rep3,EXP5_FELCC214_Topguard 1 active ingr (Flutriafol)_ddH20_Rep3,FR_EXP5_192,0,Layer1,4.968,5,5.286,4.929,07/10/2024-07/12/2215,
193,EXP5,Rhizoctonia solani,FELCC 26,Quadris 1 active ingr (Azoxystrobin),Dilution1,Rep1,EXP5_FELCC 26_Quadris 1 active ingr (Azoxystrobin)_Dilution1_Rep1,FR_EXP5_193,6.1036,Layer1,2.928,2.678,2.747,2.57,07/10/2024-07/12/2216,
194,EXP5,Rhizoctonia solani,FELCC 26,Quadris 1 active ingr (Azoxystrobin),Dilution1,Rep2,EXP5_FELCC 26_Quadris 1 active ingr (Azoxystrobin)_Dilution1_Rep2,FR_EXP5_194,6.1036,Layer1,4.313,3.824,3.54,3.733,07/10/2024-07/12/2217,
195,EXP5,Rhizoctonia solani,FELCC 26,Quadris 1 active ingr (Azoxystrobin),Dilution1,Rep3,EXP5_FELCC 26_Quadris 1 active ingr (Azoxystrobin)_Dilution1_Rep3,FR_EXP5_195,6.1036,Layer1,1.021,0.915,0.845,1.127,07/10/2024-07/12/2218,
196,EXP5,Rhizoctonia solani,FELCC 26,Quadris 1 active ingr (Azoxystrobin),Dilution2,Rep1,EXP5_FELCC 26_Quadris 1 active ingr (Azoxystrobin)_Dilution2_Rep1,FR_EXP5_196,0.61036,Layer1,3.664,5.845,2.394,3.664,07/10/2024-07/12/2219,
197,EXP5,Rhizoctonia solani,FELCC 26,Quadris 1 active ingr (Azoxystrobin),Dilution2,Rep2,EXP5_FELCC 26_Quadris 1 active ingr (Azoxystrobin)_Dilution2_Rep2,FR_EXP5_197,0.61036,Layer1,5.744,5.704,3.805,8.099,07/10/2024-07/12/2220,
198,EXP5,Rhizoctonia solani,FELCC 26,Quadris 1 active ingr (Azoxystrobin),Dilution2,Rep3,EXP5_FELCC 26_Quadris 1 active ingr (Azoxystrobin)_Dilution2_Rep3,FR_EXP5_198,0.61036,Layer1,1.164,0.845,0.915,0.951,07/10/2024-07/12/2221,
199,EXP5,Rhizoctonia solani,FELCC 26,Quadris 1 active ingr (Azoxystrobin),Dilution3,Rep1,EXP5_FELCC 26_Quadris 1 active ingr (Azoxystrobin)_Dilution3_Rep1,FR_EXP5_199,0.061036,Layer1,10.53,8.172,9.861,8.204,07/10/2024-07/12/2222,
200,EXP5,Rhizoctonia solani,FELCC 26,Quadris 1 active ingr (Azoxystrobin),Dilution3,Rep2,EXP5_FELCC 26_Quadris 1 active ingr (Azoxystrobin)_Dilution3_Rep2,FR_EXP5_200,0.061036,Layer1,8.592,8.953,9.965,5.778,07/10/2024-07/12/2223,
201,EXP5,Rhizoctonia solani,FELCC 26,Quadris 1 active ingr (Azoxystrobin),Dilution3,Rep3,EXP5_FELCC 26_Quadris 1 active ingr (Azoxystrobin)_Dilution3_Rep3,FR_EXP5_201,0.061036,Layer1,4.661,6.352,7.219,9.387,07/10/2024-07/12/2224,
202,EXP5,Rhizoctonia solani,FELCC 26,Quadris 1 active ingr (Azoxystrobin),ddH20,Rep1,EXP5_FELCC 26_Quadris 1 active ingr (Azoxystrobin)_ddH20_Rep1,FR_EXP5_202,0,Layer1,16.503,11.943,16.771,7.61,07/10/2024-07/12/2225,
203,EXP5,Rhizoctonia solani,FELCC 26,Quadris 1 active ingr (Azoxystrobin),ddH20,Rep2,EXP5_FELCC 26_Quadris 1 active ingr (Azoxystrobin)_ddH20_Rep2,FR_EXP5_203,0,Layer1,15.081,8.707,14.791,22.466,07/10/2024-07/12/2226,
204,EXP5,Rhizoctonia solani,FELCC 26,Quadris 1 active ingr (Azoxystrobin),ddH20,Rep3,EXP5_FELCC 26_Quadris 1 active ingr (Azoxystrobin)_ddH20_Rep3,FR_EXP5_204,0,Layer1,18.528,21.142,23.143,24.375,07/10/2024-07/12/2227,
205,EXP5,Diaporthe longicolla,FELCC193,Quadris 1 active ingr (Azoxystrobin),Dilution1,Rep1,EXP5_FELCC193_Quadris 1 active ingr (Azoxystrobin)_Dilution1_Rep1,FR_EXP5_205,6.1036,Layer1,2.817,2.43,3.028,2.363,07/10/2024-07/12/2228,
206,EXP5,Diaporthe longicolla,FELCC193,Quadris 1 active ingr (Azoxystrobin),Dilution1,Rep2,EXP5_FELCC193_Quadris 1 active ingr (Azoxystrobin)_Dilution1_Rep2,FR_EXP5_206,6.1036,Layer1,3.065,2.36,1.904,2.467,07/10/2024-07/12/2229,
207,EXP5,Diaporthe longicolla,FELCC193,Quadris 1 active ingr (Azoxystrobin),Dilution1,Rep3,EXP5_FELCC193_Quadris 1 active ingr (Azoxystrobin)_Dilution1_Rep3,FR_EXP5_207,6.1036,Layer1,4.085,2.73,3.063,4.578,07/10/2024-07/12/2230,
208,EXP5,Diaporthe longicolla,FELCC193,Quadris 1 active ingr (Azoxystrobin),Dilution2,Rep1,EXP5_FELCC193_Quadris 1 active ingr (Azoxystrobin)_Dilution2_Rep1,FR_EXP5_208,0.61036,Layer1,2.891,3.171,3.143,2.078,07/10/2024-07/12/2231,
209,EXP5,Diaporthe longicolla,FELCC193,Quadris 1 active ingr (Azoxystrobin),Dilution2,Rep2,EXP5_FELCC193_Quadris 1 active ingr (Azoxystrobin)_Dilution2_Rep2,FR_EXP5_209,0.61036,Layer1,3.886,4.507,4.977,3.239,07/10/2024-07/12/2232,
210,EXP5,Diaporthe longicolla,FELCC193,Quadris 1 active ingr (Azoxystrobin),Dilution2,Rep3,EXP5_FELCC193_Quadris 1 active ingr (Azoxystrobin)_Dilution2_Rep3,FR_EXP5_210,0.61036,Layer1,3.453,3.45,3.328,3.152,07/10/2024-07/12/2233,
211,EXP5,Diaporthe longicolla,FELCC193,Quadris 1 active ingr (Azoxystrobin),Dilution3,Rep1,EXP5_FELCC193_Quadris 1 active ingr (Azoxystrobin)_Dilution3_Rep1,FR_EXP5_211,0.061036,Layer1,3.556,3.064,2.993,3.415,07/10/2024-07/12/2234,
212,EXP5,Diaporthe longicolla,FELCC193,Quadris 1 active ingr (Azoxystrobin),Dilution3,Rep2,EXP5_FELCC193_Quadris 1 active ingr (Azoxystrobin)_Dilution3_Rep2,FR_EXP5_212,0.061036,Layer1,3.345,3.099,3.486,3.064,07/10/2024-07/12/2235,
213,EXP5,Diaporthe longicolla,FELCC193,Quadris 1 active ingr (Azoxystrobin),Dilution3,Rep3,EXP5_FELCC193_Quadris 1 active ingr (Azoxystrobin)_Dilution3_Rep3,FR_EXP5_213,0.061036,Layer1,3.506,3.857,4.209,2.976,07/10/2024-07/12/2236,
214,EXP5,Diaporthe longicolla,FELCC193,Quadris 1 active ingr (Azoxystrobin),ddH20,Rep1,EXP5_FELCC193_Quadris 1 active ingr (Azoxystrobin)_ddH20_Rep1,FR_EXP5_214,0,Layer1,4.441,3.771,2.395,2.961,07/10/2024-07/12/2237,
215,EXP5,Diaporthe longicolla,FELCC193,Quadris 1 active ingr (Azoxystrobin),ddH20,Rep2,EXP5_FELCC193_Quadris 1 active ingr (Azoxystrobin)_ddH20_Rep2,FR_EXP5_215,0,Layer1,2.888,4.262,4.19,2.571,07/10/2024-07/12/2238,
216,EXP5,Diaporthe longicolla,FELCC193,Quadris 1 active ingr (Azoxystrobin),ddH20,Rep3,EXP5_FELCC193_Quadris 1 active ingr (Azoxystrobin)_ddH20_Rep3,FR_EXP5_216,0,Layer1,2.083,2.712,3.312,3.381,07/10/2024-07/12/2239,
217,EXP5,Fusarium oxysporum ,FELCC212,Quadris 1 active ingr (Azoxystrobin),Dilution1,Rep1,EXP5_FELCC212_Quadris 1 active ingr (Azoxystrobin)_Dilution1_Rep1,FR_EXP5_217,6.1036,Layer1,8.593,8.135,8.498,7.394,07/10/2024-07/12/2240,
218,EXP5,Fusarium oxysporum ,FELCC212,Quadris 1 active ingr (Azoxystrobin),Dilution1,Rep2,EXP5_FELCC212_Quadris 1 active ingr (Azoxystrobin)_Dilution1_Rep2,FR_EXP5_218,6.1036,Layer1,5.81,7.007,6.901,4.789,07/10/2024-07/12/2241,
219,EXP5,Fusarium oxysporum ,FELCC212,Quadris 1 active ingr (Azoxystrobin),Dilution1,Rep3,EXP5_FELCC212_Quadris 1 active ingr (Azoxystrobin)_Dilution1_Rep3,FR_EXP5_219,6.1036,Layer1,7.218,7.253,6.408,6.41,07/10/2024-07/12/2242,
220,EXP5,Fusarium oxysporum ,FELCC212,Quadris 1 active ingr (Azoxystrobin),Dilution2,Rep1,EXP5_FELCC212_Quadris 1 active ingr (Azoxystrobin)_Dilution2_Rep1,FR_EXP5_220,0.61036,Layer1,9.968,10.759,10.005,10.852,07/10/2024-07/12/2243,
221,EXP5,Fusarium oxysporum ,FELCC212,Quadris 1 active ingr (Azoxystrobin),Dilution2,Rep2,EXP5_FELCC212_Quadris 1 active ingr (Azoxystrobin)_Dilution2_Rep2,FR_EXP5_221,0.61036,Layer1,12.006,10.458,10.537,10.85,07/10/2024-07/12/2244,
222,EXP5,Fusarium oxysporum ,FELCC212,Quadris 1 active ingr (Azoxystrobin),Dilution2,Rep3,EXP5_FELCC212_Quadris 1 active ingr (Azoxystrobin)_Dilution2_Rep3,FR_EXP5_222,0.61036,Layer1,10.33,11.022,9.087,10.281,07/10/2024-07/12/2245,
223,EXP5,Fusarium oxysporum ,FELCC212,Quadris 1 active ingr (Azoxystrobin),Dilution3,Rep1,EXP5_FELCC212_Quadris 1 active ingr (Azoxystrobin)_Dilution3_Rep1,FR_EXP5_223,0.061036,Layer1,10.14,9.508,9.542,9.226,07/10/2024-07/12/2246,
224,EXP5,Fusarium oxysporum ,FELCC212,Quadris 1 active ingr (Azoxystrobin),Dilution3,Rep2,EXP5_FELCC212_Quadris 1 active ingr (Azoxystrobin)_Dilution3_Rep2,FR_EXP5_224,0.061036,Layer1,13.063,12.614,13.098,12.048,07/10/2024-07/12/2247,
225,EXP5,Fusarium oxysporum ,FELCC212,Quadris 1 active ingr (Azoxystrobin),Dilution3,Rep3,EXP5_FELCC212_Quadris 1 active ingr (Azoxystrobin)_Dilution3_Rep3,FR_EXP5_225,0.061036,Layer1,9.896,9.8,9.651,8.632,07/10/2024-07/12/2248,
226,EXP5,Fusarium oxysporum ,FELCC212,Quadris 1 active ingr (Azoxystrobin),ddH20,Rep1,EXP5_FELCC212_Quadris 1 active ingr (Azoxystrobin)_ddH20_Rep1,FR_EXP5_226,0,Layer1,10.621,9.719,8.547,9.013,07/10/2024-07/12/2249,
227,EXP5,Fusarium oxysporum ,FELCC212,Quadris 1 active ingr (Azoxystrobin),ddH20,Rep2,EXP5_FELCC212_Quadris 1 active ingr (Azoxystrobin)_ddH20_Rep2,FR_EXP5_227,0,Layer1,12.695,11.831,11.599,13.274,07/10/2024-07/12/2250,
228,EXP5,Fusarium oxysporum ,FELCC212,Quadris 1 active ingr (Azoxystrobin),ddH20,Rep3,EXP5_FELCC212_Quadris 1 active ingr (Azoxystrobin)_ddH20_Rep3,FR_EXP5_228,0,Layer1,14.514,13.212,13.526,13.352,07/10/2024-07/12/2251,
229,EXP5,Fusarium solani ,FELCC214,Quadris 1 active ingr (Azoxystrobin),Dilution1,Rep1,EXP5_FELCC214_Quadris 1 active ingr (Azoxystrobin)_Dilution1_Rep1,FR_EXP5_229,6.1036,Layer1,1.655,2.254,1.514,2.218,07/10/2024-07/12/2252,
230,EXP5,Fusarium solani ,FELCC214,Quadris 1 active ingr (Azoxystrobin),Dilution1,Rep2,EXP5_FELCC214_Quadris 1 active ingr (Azoxystrobin)_Dilution1_Rep2,FR_EXP5_230,6.1036,Layer1,2.325,2.888,2.676,2.256,07/10/2024-07/12/2253,
231,EXP5,Fusarium solani ,FELCC214,Quadris 1 active ingr (Azoxystrobin),Dilution1,Rep3,EXP5_FELCC214_Quadris 1 active ingr (Azoxystrobin)_Dilution1_Rep3,FR_EXP5_231,6.1036,Layer1,2.57,3.908,4.05,3.064,07/10/2024-07/12/2254,
232,EXP5,Fusarium solani ,FELCC214,Quadris 1 active ingr (Azoxystrobin),Dilution2,Rep1,EXP5_FELCC214_Quadris 1 active ingr (Azoxystrobin)_Dilution2_Rep1,FR_EXP5_232,0.61036,Layer1,2.782,3.134,3.873,3.314,07/10/2024-07/12/2255,
233,EXP5,Fusarium solani ,FELCC214,Quadris 1 active ingr (Azoxystrobin),Dilution2,Rep2,EXP5_FELCC214_Quadris 1 active ingr (Azoxystrobin)_Dilution2_Rep2,FR_EXP5_233,0.61036,Layer1,4.024,2.855,3.822,3.351,07/10/2024-07/12/2256,
234,EXP5,Fusarium solani ,FELCC214,Quadris 1 active ingr (Azoxystrobin),Dilution2,Rep3,EXP5_FELCC214_Quadris 1 active ingr (Azoxystrobin)_Dilution2_Rep3,FR_EXP5_234,0.61036,Layer1,3.629,3.984,5.003,3.593,07/10/2024-07/12/2257,
235,EXP5,Fusarium solani ,FELCC214,Quadris 1 active ingr (Azoxystrobin),Dilution3,Rep1,EXP5_FELCC214_Quadris 1 active ingr (Azoxystrobin)_Dilution3_Rep1,FR_EXP5_235,0.061036,Layer1,3.522,3.912,4.19,3.418,07/10/2024-07/12/2258,
236,EXP5,Fusarium solani ,FELCC214,Quadris 1 active ingr (Azoxystrobin),Dilution3,Rep2,EXP5_FELCC214_Quadris 1 active ingr (Azoxystrobin)_Dilution3_Rep2,FR_EXP5_236,0.061036,Layer1,4.014,4.297,3.979,3.98,07/10/2024-07/12/2259,
237,EXP5,Fusarium solani ,FELCC214,Quadris 1 active ingr (Azoxystrobin),Dilution3,Rep3,EXP5_FELCC214_Quadris 1 active ingr (Azoxystrobin)_Dilution3_Rep3,FR_EXP5_237,0.061036,Layer1,3.848,4.267,3.137,3.532,07/10/2024-07/12/2260,
238,EXP5,Fusarium solani ,FELCC214,Quadris 1 active ingr (Azoxystrobin),ddH20,Rep1,EXP5_FELCC214_Quadris 1 active ingr (Azoxystrobin)_ddH20_Rep1,FR_EXP5_238,0,Layer1,3.736,3.172,3.346,3.345,07/10/2024-07/12/2261,
239,EXP5,Fusarium solani ,FELCC214,Quadris 1 active ingr (Azoxystrobin),ddH20,Rep2,EXP5_FELCC214_Quadris 1 active ingr (Azoxystrobin)_ddH20_Rep2,FR_EXP5_239,0,Layer1,5.246,5.107,4.966,5.073,07/10/2024-07/12/2262,
240,EXP5,Fusarium solani ,FELCC214,Quadris 1 active ingr (Azoxystrobin),ddH20,Rep3,EXP5_FELCC214_Quadris 1 active ingr (Azoxystrobin)_ddH20_Rep3,FR_EXP5_240,0,Layer1,5.563,5.215,4.966,4.613,07/10/2024-07/12/2263,
